Title,Price,Sold,Reviews,Condition,Brand,Type,Control Style,Power Source,Heating System,Color,Voltage,Model,Number of Heat Settings,Features,Mounting Location,Power,UPC,Type 1,Material,MPN,EAN,Energy Efficiency Rating,Tank Capacity,Item Length,Area Covered,BTU Heating Rating,Heating Element Material,EC Range,Annual Fuel Utilization Efficiency (AFUE),Year Manufactured,Item Depth,Heating Element Format,Colour,Energy Efficiency Ratio (EER),Cable Length,Item Width,Operating Sound Rating,Custom Bundle,Energy Rating,Air Direction,Manufacturer Warranty,Item model number,Product Dimensions,Item Weight,Heating Method,Item Dimensions LxWxH,ISBN,Power (W),Unit Quantity,Country/Region of Manufacture,Design,Voltage Supply,Manufacturer Part Number,Shape,Number of Pieces,Towel Rack Length,Modified Item,Mounting,Item Height,Style,Cool Fan Setting,Energy Star,Smart Home Protocol,Location,Timer Control,Smart Home Compatibility,Tonnage,Refrigerant,Batteries Required?,Is Discontinued By Manufacturer,Manufacturer,Package Contents,Prop65_fl,Prop65Warning,Gear,Heating element,Heating Wattage,Rated power,Rated voltage,Weight,Length,Height,Current Rating,Size,Hight,Model Number,Package,Piece Count,Product Type,Country Of Origin,Function3,Function4,Function5,Function6,Function7,Function8,Origin,Power Mode,Volume,Certification,Colors,Function,Function1,Function2,ItemWidth,ItemLength,ItemHeight,Warranty Description,Assembly Required,Material Care Instructions,Included Components,Video of unit turned on,Heater Style,BU Heating Rating,Annual Fuel Utilization Efficiency/ AFUE,Heater Model Number,Heating Element,Product Weight,Room Heater,Application,Area Heated,Electric Heater,Electric Heater Type,Heater for Home,Suitable for,Wholesale,Use,Thermostat,Item name,Number of Speed Settings,Voltage (V),Ceramic Heating Element,Dropshipping,Size with box,Heater,Warmer Blower,Recommended Environment,Power Type,Heat Output,Battery Included,Bundle Description,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Motor Type,Width,Binding,Studio,Scent,Publisher,ProductTypeName,ProductGroup,PackageQuantity,MaterialType,Label,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Key Word,ProductType,Application:,Power supply:,Heater Plug Type:,Heater Type:,Item Type,Installation,House heaters,Home heater,NumberOfItems,Assembled Product Dimensions (L x W x H),Recommended Location,Assembled Product Weight,PackQty,Dimension(ID*H),Power Tolerance,Product Name,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Product Weight (lb.),Power/Fuel Type,Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Cord Length (in.),Heating Technology Type,Amperage (amps),Room Size,Portable Heater Features,Certifications and Listings,Product Height (in.),Voltage (volts),Package Dimensions,Dimension,Timer,Temperature setting,Idle Speed of Fan,New Title,Mounting & Moving,Compressor Type,Manufacturer Color,Country of Origin,Warranty,PRICE,USE,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Add To Watchlist,We Dont Accept PO BOX,Product Height (in),Baseboard Heating Type,Product Depth (in),Heat rating (BTU/hour),Color Family,Hydronic,Product Length (in),Vented,Pack Size,Product Width (in),Product Weight (lb),Heating Product Type,Price,USA Seller,Product use,Customer service,Limited time offer,Shipping Exclusions
Presto Heat Dish Parabolic Electric Heater Model 0792201,40.0,30-day returns,"[""I use this heater in my clinic and my patients absolutely love it. It's amazing how quickly it heats a room without air blasting or noise. It has a nice safety feature where it makes a horrible noise if it's tipping over (it only happens if I'm moving it when it's on). In fact several of my patients have gone out and bought their own for home. I should get a commission."", 'I have an old 1911 craftsman style house with no insulation.  My heating system is an outdated oil furnace.  As we all know the price of fuel is always fluctuating and seems like it is going to stay that way.  It costs me about $300.00 a month in the winter.  Which is ridiculous, especially when the heat just does not stay in the house for long.I needed a knew plan and changing out the heat system or insulating the house is not an option at this time.  So I went out and bought the presto heatdish.  It produces so much heat that during the winter I no longer had to heat the entire house to stay warm.  I would just carry the heatdish around with me, saving me hundreds of dollars month to month.  I had a few other electric heaters before I purchased this one and the difference is night and day.I  have had this heater for almost 3 years now and it still works as well as the day I purchased it.  It paid for itself in its first week work.  With as much use as this gets I would of expected it to burn out a while ago, but that is not the case.The drawbacks: It does not have an automatic turn off system if it were to fall over, but it does have an alarm that is unmistakably loud.   There is also a footlight that you cannot turn off or on, but you can just take out the lightbulb if that bothers you.Great product and highly recommended. Thanks for reading.', ""Proven, ancient technology that outperforms the daylights of newer, highly rated products. It's effective (heats the room quickly and thoroughly), efficient (only 1,000 watts), safe (automatic shut-off features), and built to last. Sometimes a product cannot be improved upon.  "", 'It gives off a good amount of heat but it has one big design flaw where the dish can not be tilted. This means the dish is in a fixed position which points into the air slightly. So if the surface you place it on is taller than you are while seated you will struggle to feel it. The safety tip over buzzer also prevents you from sliding something underneath it to tilt it yourself.', ""This is a wonderful heater.  I am a smoker and visit my family a lot.  I choose to smoke in the garage there and my sister in law bought this for me to use in the garage. It warms up quickly for the immediate area and it doesn't take long for the surrounding areas to warm up either. Once this gets going I don't even need a coat.  (Ohio area)  I have a house with very tall ceilings in the master bedroom and living area.  In the winter this little heater warms up quickly, even going right to the high setting.  I always have to turn it way back too.  I am widowed now and I don't need to keep the entire house warm, just where I am.  I do recommend this.  Oh, it is safe, if you move it at all when it is on you get a loud buzz sound!  If on the fence about it I would go with it."", 'Great price, lightweight, energy efficient. It has worked very well so far. The price was the best I found on Ebay. I think the design is very good. The shape of the dish plus the shiny interior helps it be much more efficient than a regular space heater. It gets very hot very fast. It also has a buzzer in case it tips over. A great all around heater to warm a person up fast.', ""These are fabulous heaters (radiant warmth, like the sun) and are in great condition.At first they didn't quite meet my needs, because I needed them to point straight ahead, whereas they are angled slightly upward and this is not adjustable. However, I set each heater on a slanted platform (which I made out of heavy cardboard), and now they meet my needs perfectly. (Parabolic heat dish heaters warm whatever is directly in front of them, within about, say, 15 feet.) You won't believe how much glowing warmth they put out!Also, Rob was great to do business with."", ""I live in a 1920's craftsman style house with poor insulation. This heater is wonderful and has allowed me to turn my thermostat down several degrees and still be comfortable here in Minnesota. I would give it 4 1/2 stars if I could because it is actually a little bit large to walk around in a small house with small rooms.  But that said, even set as low as it will go, it still puts out a lot of heat. In fact, I have to be careful not to put it in a room near my thermostat because the furnace will not come on at all if I do!  I have already recommended it to friends."", 'This heat dish pumps out heat so intensely it’s like a dryer for your cloths if sitting in front of it. I could feel it’s radiant heat from about 15ft away. Wayyyy better than other heat dish I had no contest. It does not oscillate and no remote only 2 features not on this probably because it is heavy duty. This is the best heat dish, look no further. ', ""I had a socially distanced bourbon tasting party for four on my back patio during January 2021 in Chicago. My neighbor had two of the Presto dishes so I ordered two more. Even though the evening's temperature dipped into the mid-20s, all four of us were completely comfortable sitting in our patio chairs with a our own Presto dish to keep us warm. The next day I ordered two more dishes to complete my set.""]",,Presto,Portable Heater,"Dial, Push Button, Switch",Electric,Infrared,Black,120 V,Presto heat dish,3,,"Cabinet, Desk/Tabletop, Floor",,Does not apply,,Aluminum,"07924, 1327704",,,,,,Less Than 2000 BTU,Stainless Steel,,,2012,,Coil,,3 or Less,,,,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Tower 22 in. Electric Ceramic Oscillating Space Heater with Digital Displa,45.0,Last item available, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Lasko,Tower Heater,Digital,Electric,,Black,,,2 Heat,Oscillation,,,0046013458384,,Ceramic,CT22840,dose not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Sears 3 heat fan-forced electric radiant heater up to 1500 watt,45.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Sears,Radiant Heater,,Electric,,Beige,,344.360030,,,,,Does not apply,,,344.360030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/GjPi48WD_Fs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500 Watt Utility Electric Space Heater Office Kitchen Living Room LifeSmart New,44.94, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LifeSmart,Zone Heating,Rotary Knob,Electric,Infrared,,120 V,W-19,3,Auto Shut-Off,Portable,1001-1500 W,817223018701,,Plastic,n/a,,,,12.99,,,Wire,,,,5.0,Wire,,,,8.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hand Heater Constant Temperature Graphene Heating Hand Warmer With Power Bank,41.47,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,As the description shows,,,,As the description shows,,,,,,,Does not apply,,,Does not apply,7905940873901,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,As the description shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater F299201 Vent Free Blower Fan 20K 30K 2016 And Fwd,41.82,30-day returns,"['I bought this with the false expectation that it would blow heat straight out. It does not blow it anywhere. called **.****** and they told me I am right, but it is supposed to keep the heat lower in the room. there is absolutely no difference. I also paid 30 some dollars for it on ****, when it is for sale everywhere else for $20 (Mr. heater brand).Shame on me! you can buy other heaters that blow heat straight out, I guess I just bought the name brand.', ""Keep expectations of a 3 to 4 inch plastic fan in check. And you will be happy with your purchase. Does not move much air. But the install was easy. And it's better than no fan. Install took 15 min. Remove metal plate on Mr.Heater install the fan. Attach thermostat wires inside unit. Screw in the 4 bolts that hold unit in place. Done. You got a fan in your Mr Heater Unit. I'm my opinion unit should be sold with fan installed. But they get an extra 30 bucks or so out of you by doing it this way. Overall I'm pleased though. The Heater works great along with Fan. I'd recommend it.  Heats the 800 square feet up quite well. Even on the lowest setting. No vent is nice. And no fumes. Clean burning. Excellent Very Happy. Thanks!"", ""Works very well on auto.  its not going to circulate the air in your garage, I have a small box fan 8ft above the heater blowing down across the garage for that.  I also shimmed my heater out 4in from the wall or the fan wouldn't be able to get air to blow any out.  It made a big difference"", 'It’s better than having the heater without the fan it does move some air but not a lot. The automatic function does not work on it with the heater for some reason, incompatibility or something? At full retail price it’s not a very good value. Don’t stand too close to the heater see photo.', 'Blower is a little loud but bearable but the biggest problem is this model will not work on auto feature in wall heaters made before 2015 so if you have an older stove the auto feature will not work because it does not have the thermostat built in the fan', 'Works as good as can be expected for its size. Helps distribute the heat but not with great force', 'Fan is quite and smooth but does not move much air.', 'The Mr. Heater is Great. I have it in a large room in my shed. It kicks on and off by thermostat.  The Fan is a wonderful Addition. Easy to Install,  and it also kicks on and off by thermostat.  Highly recommend it. ', ""It was an easy install but the switch has a position for auto and on and haven't got the auto mode working on it."", 'The fan is not very powerful I find a regular fan placed behind the unit blowing down just as effective but does take more space.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,Blower Fan,Switch,"Electric, Propane",Convection,Beige,,F299201,1,,Portable,,0089301001183,,Steel,F299201,0089301001183,,,,,20k-30k,,,,2016,,,,,,15cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black + Decker Personal Desktop Heater White #BHD101W  New  S9926,41.99, ,"[""not what I expected from a Black and Decker product.  Advertisement picture showed a knob that eluded to variable speeds...no so just on/of control..single speed.  Fan is so slow  I can't feel the breeze from 2 feet away.  "", 'I bought it as a space heater for my apartment but I was so pleasantly surprised how well the fan worked without the heat. I’m pretty much buying this one to be my ac while I sit in my computer chair in the living room. ', ""It's very loud not sure why it's called a desktop because your papers won't stay on the desk if this is on. Works Good!"", 'After reading a few online reviews, I still opted to purchase this heater and have no regrets. Upon turning the device on, there is a burning smell that subsides in a few minutes. The sound from the fan is not unbearable. The amount of heat this little thing puts out is remarkable. If you are looking for a heater for a small room, this is not a bad choice. If minor imperfections bother you, this is not the one.', 'works good on high,not so much on low..fan moves air good.', 'Actually better than the bigger ones I’ve had. Does direct the heat more than just putting out ambient heat. Not too quiet but more than the bigger ones.', ""Little, doesn't take up much space. Quiet. Heats a small space very well and quickly! "", 'really nice and it heats up my bedroom with the door closed.', 'Barely works. Shuts itself off every few minutes without actually getting things warm. Not reliable at all.', 'LOT,of heat for a small fan.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",BLACK+DECKER,Portable Heater,Rotary Knob,"Electric, Fan",Forced Air/Fan,White,120 V,BHD101W,2,"Auto Shut-off, Timer",Desk/Tabletop,1001-1500 W,0819813016180,,"Aluminum, Ceramic, Steel",BHD101W,,,,,101-150 sq ft,5000-5999 BTU,Steel,,Less Than 80%,2018,,Coil,,3 or Less,,,Standard,,,1-Way,,,,,,,,,,China,,,,,,,,,,,,,X10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-5999 BTU,Less Than 80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric Heater Plug In Wall Heater Room Heating Stove Household Remote,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Portable Heater,Remote Control,Electric,Forced Air/Fan,White,220 V,4084041676,1,Portable,Wall,"<800W, 500W Room Heater Remote Controlled",Does not apply,,Plastic,4084041704,,,0,0,100 sq ft or Less,Less Than 2000 BTU,0,A+++ - G,1,,0,0,,0,,0,0,,,,,,,,,,,,,China,,,,,,,,,,,,5 Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RoHS, CE",,,,,,,,,,,,,,,,Electric Heater Wall Heater Room Warmer Heat Wa...,PTC,500g,Heat Room Heating,<10㎡,<20㎡,Wall Electric Heater,Fan Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Car Dryer Heater Plugin 2 In 1 Heater Fan Warmer Fast Heating Cooler Defroster,40.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Portable Heater,,Electric,,,12 V,,,,,101-200 W,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Heater 900W Mini Fan Plug in Handy Premium Heater w/ Timer + Remote Control,44.99,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Portable Heater,Remote Control,Electric,Forced Air/Fan,,110 V-220 V,7311165528,3,"Auto Shut-off, Timer",Wall,"<800W, 900W",,,Ceramic,7311165552,,,1 gal or Less (5 L),13.5 CM,20 sq meter,Less Than 2000 BTU,Copper,A - G,1,,8 in,Coil,,,,13.5 CM,Standard,No,,,,,,,,,,,,,,,,,,,,,,,,A+++,HomePlug,,1-12 Hour Timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CN(Origin),,,,,Adjustable Thermostat,,,,,,,,,,,,,,,PTC,,,11-20㎡,,,,Room Heater,"Office,Living room,reading room, bedroom",Yes,"BATHROOM, Bedroom, Garden, Living Room",Foot Warmer,Electric Heater,Third Gear,110 V/ 220V,Adjustable Thermostat,Yes,16.6*5*8.8cm,For Home,Portable Bladeless Fan Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vintage 18"" Heat Stream 3000 Metal Electric Fan Forced Air Dial Space Heater ",42.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Heat Stream,Portable Heater,Dial,"Electric, Fan",Forced Air/Fan,,,Heat Stream 3000,,,Floor,,Does Not Apply,,,,,,,,,,,,,Unknown,,,,,,18 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Arvin Wall to Wall portable Heater Model 22H23 Tested,44.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Arvin Heater,Portable Heater,,Electric,Forced Air/Fan,Green,,,,,"Desk/Tabletop, Floor",,,,"Aluminum, Steel",,,,,,,,,,,,,Coil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphene Heating Hand Warmer Intelligent Constant Temperature Hand Heater Hot,43.21,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,,,,,,,,,,,Does not apply,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater Fan Dual Position Portable Desktop Space Heating 3 Setting 1100W,44.97, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Honeywell,Portable Heater,Dial,"Electric, Fan",,White,,,,Adjustable Thermostat,"Desk/Tabletop, Floor",1100 W,328785004434,,Plastic,Does not apply,,,,,,3753 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelonis 1500W Electric Quartz Radiant Heater with 3-Heat Settings, PSH20Q3ABB, B",41.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Pelonis,Portable Heater,Rotary Knob,Electric,Radiant,Black,12 V,PSH20Q3ABB,3,,Floor,,750545106551,,Steel,,,,,,,Less Than 2000 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lifesmart Infrared Heater Fan 1,000 Watt Oscillating Thermostat Cool Touch",45.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Life Smart,Tower Heater,Touch,Electric,,Black,120 V,LS-IQH-63,2,"Oscillation, Thermostat Control, Overheat And Tip Over Shutoff, Cool Touch Exterior, Fan Only Mode",,,817223012570,,,,,,,,,,Infrared Quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patio Tower Heaters Electric with Remote - Oscillating Portable Large Fan Heater,44.95, , ,,Unbranded,Portable Heater,,"Electric, Fan",,,,,,Oscillation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 in1 Portable Space Heater - Quiet Combo Ceramic Electric Personal , Fast Heat",42.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",TRUSTECH,,,,,Does not apply,,Space Heater,,,,,313053237287,,,Does not apply,0744110094213,,,,,,,,,,,,,,,,,,,,,Space Heater,9.25 x 5.31 x 9.84 inches,2.78 pounds,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,No,Trustech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heater 1500W Portable Electric Heater w/3 Modes & Adjustable Thermostat,, , ,,Air Choice,Portable Heater,,Electric,Forced Air/Fan,Black,120 V,PTC-1500F,3,,Desk/Tabletop,,Does not apply,,Ceramic,PTC-1500F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTC-1500F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
